assertion_id,rule,side,事件,结论,依据,经典原文
xd_303,兄弟,ziwei,兄弟,兄弟开朗，手足缘好,太阳光明，坐兄弟宫主手足缘好,《紫微斗数全书》兄弟宫论
xd_304,兄弟,ziwei,兄弟,兄弟刚强，手足缘薄,武曲刚强孤克，坐兄弟宫主手足缘薄,《紫微斗数全书》兄弟宫论
xd_305,兄弟,ziwei,兄弟,兄弟和睦，手足缘好,天同福星温和，坐兄弟宫主手足缘好,《紫微斗数全书》兄弟宫论
xd_306,兄弟,ziwei,兄弟,兄弟缘复杂，多是非,廉贞桃花，坐兄弟宫主兄弟缘复杂,《紫微斗数全书》兄弟宫论
xd_307,兄弟,ziwei,兄弟,兄弟稳重，手足有靠,天府库星稳重，坐兄弟宫主手足有靠,《紫微斗数全书》兄弟宫论
xd_308,兄弟,ziwei,兄弟,兄弟温和，手足缘好,太阴温柔，坐兄弟宫主手足缘好,《紫微斗数全书》兄弟宫论
xd_309,兄弟,ziwei,兄弟,兄弟多才，手足缘复杂,贪狼多才桃花，坐兄弟宫主手足缘复杂,《紫微斗数全书》兄弟宫论
xd_310,兄弟,ziwei,兄弟,兄弟多口舌，手足缘薄,巨门口舌，坐兄弟宫主手足缘薄,《紫微斗数全书》兄弟宫论
xd_311,兄弟,ziwei,兄弟,兄弟端正，手足和睦,天相端正，坐兄弟宫主手足和睦,《紫微斗数全书》兄弟宫论
xd_312,兄弟,ziwei,兄弟,兄弟有担当，手足有靠,天梁荫星，坐兄弟宫主手足有靠,《紫微斗数全书》兄弟宫论
xd_313,兄弟,ziwei,兄弟,兄弟刚烈，手足缘薄,七杀肃杀，坐兄弟宫主手足缘薄,《紫微斗数全书》兄弟宫论
xd_314,兄弟,ziwei,兄弟,兄弟多变，手足缘薄,破军变动，坐兄弟宫主手足缘薄,《紫微斗数全书》兄弟宫论
zw_401,兄弟,ziwei,六亲,兄弟宫煞 → 兄弟缘薄/不睦/助力少,兄弟宫煞主兄弟不利（《紫微斗数全书》兄弟宫论）,《紫微斗数全书》兄弟宫论）
xf_301,命宫,ziwei,性格,左辅坐命宫——得人助、有辅佐之力,左辅为左辅弼之吉星，坐命主得人助,《紫微斗数全书》辅星论
xf_302,命宫,ziwei,性格,右弼坐命宫——得人助、有辅佐之力,右弼为左右贵人，坐命主得人助,《紫微斗数全书》辅星论
xf_303,命宫,ziwei,性格,文昌坐命宫——才学聪明、文采,文昌主才学文采，坐命主聪明,《紫微斗数全书》辅星论
xf_304,命宫,ziwei,性格,文曲坐命宫——才艺聪明、多才,文曲主才艺，坐命主多才,《紫微斗数全书》辅星论
xf_305,命宫,ziwei,性格,天魁坐命宫——遇贵、逢凶化吉,天魁为天乙贵人，坐命主遇贵,《紫微斗数全书》辅星论
xf_306,命宫,ziwei,性格,天钺坐命宫——遇贵、逢凶化吉,天钺为天乙贵人，坐命主遇贵,《紫微斗数全书》辅星论
xf_307,命宫,ziwei,性格,禄存坐命宫——财禄、衣食丰足,禄存主财禄，坐命主衣食丰足,《紫微斗数全书》辅星论
xf_308,命宫,ziwei,性格,天马坐命宫——好动、奔波,天马主动，坐命主好动奔波,《紫微斗数全书》辅星论
xf_330,命宫,ziwei,性格,文昌庙旺坐命宫——文才显达、读书有成,文昌庙旺主文才显达（《紫微斗数全书》辅星亮度论）,《紫微斗数全书》辅星亮度论
xf_331,命宫,ziwei,性格,文昌陷坐命宫——文书失误、才学受阻,文昌陷主文书失误（《紫微斗数全书》辅星亮度论）,《紫微斗数全书》辅星亮度论
xf_332,命宫,ziwei,性格,文曲庙旺坐命宫——才艺显达、聪慧,文曲庙旺主才艺显达（《紫微斗数全书》辅星亮度论）,《紫微斗数全书》辅星亮度论
xf_333,命宫,ziwei,性格,文曲陷坐命宫——才艺受阻、文书误,文曲陷主才艺受阻（《紫微斗数全书》辅星亮度论）,《紫微斗数全书》辅星亮度论
xg_七杀命,命宫,ziwei,性格,命宫七杀：刚烈果断、行动力强、喜变动、宜武职——开创纪律之事业基调（杀破狼动格；命宫定基调不着职）,紫微斗数主星性格论（《紫微斗数全书》）；合并原 zs_324,《紫微斗数全书》）
xg_天同命,命宫,ziwei,性格,命宫天同：温和知足、乐天享福、好安逸、少进取,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_天府命,命宫,ziwei,性格,命宫天府：沉稳保守、善守成、宽厚稳重、有包容,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_天机命,命宫,ziwei,性格,命宫天机：聪明善谋、机变灵活、心思细腻、多思多变,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_天梁命,命宫,ziwei,性格,命宫天梁：正直慈悲、荫庇他人、有长者风、逢凶化吉,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_天相命,命宫,ziwei,性格,命宫天相：正直温和、辅佐之才、重仪表、善协调,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_太阳命,命宫,ziwei,性格,命宫太阳：光明磊落、热情大方、爱助人、喜名不重利,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_太阴命,命宫,ziwei,性格,命宫太阴：细腻温和、内向敏感、重感情、喜静,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_巨门命,命宫,ziwei,性格,命宫巨门：口才佳、善辩、是非多、多思多虑（暗星）,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_廉贞命,命宫,ziwei,性格,命宫廉贞：多才多艺、急躁刚强、是非多、情绪起伏,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_武曲命,命宫,ziwei,性格,命宫武曲：刚毅果断、务实勤奋、劳碌命、重钱财,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_破军命,命宫,ziwei,性格,命宫破军：破旧立新、开创性强、变动大、有魄力,紫微斗数主星性格论（《紫微斗数全书》）,《紫微斗数全书》）
xg_紫微命,命宫,ziwei,性格,命宫紫微：稳重、有领导气度、自尊心强、好面子（帝星坐命）——事业宜尊贵领导/管理统筹之位（命宫定基调，官禄+大运定具体职）,紫微斗数主星性格论（《紫微斗数全书》）；合并原 zs_323,《紫微斗数全书》）
xg_贪狼命,命宫,ziwei,性格,命宫贪狼：多才多欲、交际广、桃花旺、善投机——行/才艺/玄学/偏门行业倾向（贪狼主才艺玄学）,紫微斗数主星性格论（《紫微斗数全书》）；合并原 zw_zy_301,《紫微斗数全书》）
xf_334,命宫,ziwei,性格,命宫化权：强势好胜、掌控欲强、自立自信——自主权柄、掌权（事业掌权）,命宫化权主强势（gong12：化权落命宫主强势；liunian：化权入命宫自我强势）——本命命宫化权者刚强独立；合并原 zw_611,《紫微斗数全书》四化论
xf_335,命宫,ziwei,性格,命宫化科：名声清白、自信文雅、知书达理——名声才学、清贵（得名）,命宫化科主名声好（gong12：化科落命宫主名声；liunian：化科入命宫名声好）——本命命宫化科者重名节；合并原 zw_612,《紫微斗数全书》四化论
xf_336,命宫,ziwei,性格,命宫化忌 → 自困多思、是非缠身、本命课题为自我纠偏（命宫化忌主自身困顿）,命宫化忌主自身困顿/是非（yingqi：流年命宫化忌主自身困顿；gong12 化忌所在宫为人生命题）——本命命宫忌者常与自我较劲,《紫微斗数全书》命宫四化
zw_610,命宫,ziwei,财运,化禄入命宫——福气财禄、一生顺遂,命宫化禄主福气财禄,《紫微斗数全书》四化论
hun_301,夫妻,ziwei,婚姻状态,贪狼化忌（桃花星受损）——桃花受阻、婚恋多短暂难成,贪狼=桃花主星，化忌 → 桃花受阻、婚恋多短暂难成（0134/0139）,《紫微斗数全书》贪狼星：桃花主星，化忌主桃花受阻、婚恋难成
hun_302,夫妻,ziwei,婚姻状态,天机独坐夫妻宫——姻缘淡薄，独身之象,天机坐夫妻宫主孤克、姻缘淡薄（《紫微斗数全书》）,《紫微斗数全书》夫妻宫：天机独坐主独身/感情淡泊倾向
zf_301,夫妻,ziwei,婚姻状态,配偶有主见、尊贵，但紫微孤高，配偶缘淡,紫微帝星孤高，坐夫妻宫主配偶尊贵但缘淡,《紫微斗数全书》夫妻宫论
zf_302,夫妻,ziwei,婚姻状态,配偶聪明多智，但天机多变，感情易变,天机善变，坐夫妻宫主配偶聪明但感情多变,《紫微斗数全书》夫妻宫论
zf_303,夫妻,ziwei,婚姻状态,配偶开朗光明（太阳为阳，女命配偶强势）,太阳光明主配偶开朗，女命主配偶强势,《紫微斗数全书》夫妻宫论
zf_304,夫妻,ziwei,婚姻状态,配偶刚强果断，但武曲孤克，婚姻多波折,武曲刚强孤克，坐夫妻宫主婚姻多波折,《紫微斗数全书》夫妻宫论
zf_305,夫妻,ziwei,婚姻状态,配偶温和随和，感情融洽（天同福星）,天同福星温和，坐夫妻宫主感情融洽,《紫微斗数全书》夫妻宫论
zf_306,夫妻,ziwei,婚姻状态,配偶貌美有才，但廉贞桃花，感情多是非,廉贞桃花貌美，坐夫妻宫主感情多是非,《紫微斗数全书》夫妻宫论
zf_307,夫妻,ziwei,婚姻状态,配偶稳重厚道，婚姻稳定,天府库星稳重，坐夫妻宫主婚姻稳定,《紫微斗数全书》夫妻宫论
zf_308,夫妻,ziwei,婚姻状态,配偶温柔内敛，贤惠,太阴温柔内敛，坐夫妻宫主配偶贤惠,《紫微斗数全书》夫妻宫论
zf_309,夫妻,ziwei,婚姻状态,配偶多才多艺，但贪狼桃花，婚姻多波折,贪狼桃花多才，坐夫妻宫主婚姻多波折,《紫微斗数全书》夫妻宫论
zf_310,夫妻,ziwei,婚姻状态,配偶口才好，但巨门暗星，多口舌争执,巨门暗星口舌，坐夫妻宫主多争执,《紫微斗数全书》夫妻宫论
zf_311,夫妻,ziwei,婚姻状态,配偶端正稳重，婚姻和睦,天相吉星端正，坐夫妻宫主婚姻和睦,《紫微斗数全书》夫妻宫论
zf_312,夫妻,ziwei,婚姻状态,配偶成熟有担当，年龄差大,天梁荫星成熟，坐夫妻宫主配偶年长有担当,《紫微斗数全书》夫妻宫论
zf_313,夫妻,ziwei,婚姻状态,配偶刚烈有魄力，但七杀肃杀，婚姻多变动,七杀肃杀刚烈，坐夫妻宫主婚姻多变动,《紫微斗数全书》夫妻宫论
zf_314,夫妻,ziwei,婚姻状态,配偶冲动有冲劲，但破军变动，婚姻多变,破军变动冲动，坐夫妻宫主婚姻多变,《紫微斗数全书》夫妻宫论
zf_320,夫妻,ziwei,婚姻状态,化禄入夫妻宫——姻缘吉、夫妻恩爱,夫妻宫化禄主姻缘吉,《紫微斗数全书》四化论
zf_321,夫妻,ziwei,婚姻状态,化科入夫妻宫——配偶有才名、姻缘清贵,夫妻宫化科主配偶才名,《紫微斗数全书》四化论
zf_322,夫妻,ziwei,婚姻状态,配偶有辅佐、得人助（左辅主助力）,左辅为贵人星坐夫妻宫，主夫妻有辅佐、得人助,《紫微斗数全书》辅星论
zf_323,夫妻,ziwei,婚姻状态,配偶有辅佐、得人助（右弼主辅弼）,右弼为贵人星坐夫妻宫，主夫妻有辅佐、得人助,《紫微斗数全书》辅星论
zf_324,夫妻,ziwei,婚姻状态,配偶有才学、文雅,文昌主才学坐夫妻宫，主夫妻有才学、文雅,《紫微斗数全书》辅星论
zf_325,夫妻,ziwei,婚姻状态,配偶有才艺、聪慧,文曲主才艺坐夫妻宫，主夫妻有才艺、聪慧,《紫微斗数全书》辅星论
zf_326,夫妻,ziwei,婚姻状态,配偶遇贵、逢凶化吉（天魁阳贵显助）,天魁为天乙贵人坐夫妻宫，主夫妻遇贵、逢凶化吉,《紫微斗数全书》辅星论
zf_327,夫妻,ziwei,婚姻状态,配偶遇贵、逢凶化吉（天钺阴贵暗扶）,天钺为天乙贵人坐夫妻宫，主夫妻遇贵、逢凶化吉,《紫微斗数全书》辅星论
zf_328,夫妻,ziwei,婚姻状态,配偶有财、衣食丰足,禄存主财禄坐夫妻宫，主夫妻有财、衣食丰足,《紫微斗数全书》辅星论
zf_329,夫妻,ziwei,婚姻状态,配偶好动、奔波、聚少离多,天马主动坐夫妻宫，主夫妻好动、奔波,《紫微斗数全书》辅星论
zf_330,夫妻,ziwei,婚姻状态,夫妻宫化忌 → 婚姻凶象、配偶受困/关系疏离（宫位层面化忌）,夫妻宫化忌主婚姻凶（《紫微斗数全书》夫妻宫四化）；与贪狼化忌（星曜桃花受损）并列——宫位忌主夫妻宫整体凶，星曜忌主特定星受损,《紫微斗数全书》夫妻宫四化
zn_301,子女,ziwei,子女,子女有出息，子女缘好,紫微尊贵，坐子女宫主子女有出息,《紫微斗数全书》子女宫论
zn_302,子女,ziwei,子女,子女聪明，子女缘多变,天机聪明多变，坐子女宫主子女缘多变,《紫微斗数全书》子女宫论
zn_303,子女,ziwei,子女,子女开朗，子女有出息,太阳光明，坐子女宫主子女有出息,《紫微斗数全书》子女宫论
zn_304,子女,ziwei,子女,子女刚强，子女缘薄,武曲刚强，坐子女宫主子女缘薄,《紫微斗数全书》子女宫论
zn_305,子女,ziwei,子女,子女温和，子女缘好,天同温和，坐子女宫主子女缘好,《紫微斗数全书》子女宫论
zn_306,子女,ziwei,子女,子女貌美，子女缘复杂,廉贞貌美，坐子女宫主子女缘复杂,《紫微斗数全书》子女宫论
zn_307,子女,ziwei,子女,子女稳重，子女有靠,天府稳重，坐子女宫主子女有靠,《紫微斗数全书》子女宫论
zn_308,子女,ziwei,子女,子女温柔，子女缘好,太阴温柔，坐子女宫主子女缘好,《紫微斗数全书》子女宫论
zn_309,子女,ziwei,子女,子女多才，子女缘复杂,贪狼多才，坐子女宫主子女缘复杂,《紫微斗数全书》子女宫论
zn_310,子女,ziwei,子女,子女口才好，子女缘薄,巨门口舌，坐子女宫主子女缘薄,《紫微斗数全书》子女宫论
zn_311,子女,ziwei,子女,子女端正，子女缘好,天相端正，坐子女宫主子女缘好,《紫微斗数全书》子女宫论
zn_312,子女,ziwei,子女,子女有担当，子女有靠,天梁荫星，坐子女宫主子女有靠,《紫微斗数全书》子女宫论
zn_313,子女,ziwei,子女,子女刚烈，子女缘薄,七杀肃杀，坐子女宫主子女缘薄,《紫微斗数全书》子女宫论
zn_314,子女,ziwei,子女,子女多变，子女缘薄,破军变动，坐子女宫主子女缘薄,《紫微斗数全书》子女宫论
zv_101,子女,ziwei,子女,子女宫煞（无吉星）→ 子女刑克，子息损（少子/流产/养子）,子女宫煞主损子（《紫微斗数全书》子女宫论；0084 太阴擎羊仅一子）,《紫微斗数全书》子女宫论
zv_102,子女,ziwei,子女,子女宫吉星（无煞）→ 子女多/有出息/子女得力,子女宫吉星主子女成器（《紫微斗数全书》子女宫论；0144 武曲天府禄存育3子）；吉煞并存者子女有但损（0084 太阴擎羊仅一子）,《紫微斗数全书》子女宫论
zv_104,子女,ziwei,子女,子女宫无主星（无吉星）→ 子女缘薄/迟得,子女宫空主缘薄（《紫微斗数全书》子女宫论）,《紫微斗数全书》子女宫论）
zv_105,子女,ziwei,子女,子女宫化忌 → 子女缘薄/为子女操心劳神,子女宫化忌主刑克操心（《紫微斗数全书》子女宫四化论）,《紫微斗数全书》子女宫四化论）
zv_107,子女,ziwei,子女,子女宫吉煞并存 → 子女有但遭刑克损（子少/流产/养子）,吉星主有子、煞星主损子——吉煞并存则子女可得而多波折（《紫微斗数全书》子女宫论；0084 太阴擎羊仅一子、0144 育3子流产2）,《紫微斗数全书》子女宫论
zw_104,子女,ziwei,子女,子女宫空：子女缘薄/迟得,子女宫无主星 → 子息缘分薄（紫微斗数子女宫论）,《紫微斗数全书》子女宫论：子女宫空主子女缘薄/迟得
zs_301,官禄,ziwei,事业档,帝星坐官禄（紫微为贵）——事业掌权显贵,紫微帝星坐官禄宫主贵掌权,《紫微斗数全书》官禄宫论
zs_302,官禄,ziwei,事业档,天机坐官禄——智谋，事业多变,天机坐官禄宫主智谋多变,《紫微斗数全书》官禄宫论
zs_303,官禄,ziwei,事业档,太阳坐官禄——光明，事业显达,太阳坐官禄宫主事业显达,《紫微斗数全书》官禄宫论
zs_304,官禄,ziwei,事业档,武曲坐官禄——财官，事业有成,武曲坐官禄宫主事业有成,《紫微斗数全书》官禄宫论
zs_305,官禄,ziwei,事业档,天同坐官禄——安逸，事业平稳,天同坐官禄宫主事业平稳,《紫微斗数全书》官禄宫论
zs_306,官禄,ziwei,事业档,廉贞坐官禄——有成但多是非,廉贞坐官禄宫主有成多是非,《紫微斗数全书》官禄宫论
zs_307,官禄,ziwei,事业档,天府坐官禄——稳重，事业稳,天府坐官禄宫主事业稳,《紫微斗数全书》官禄宫论
zs_308,官禄,ziwei,事业档,太阴坐官禄——内敛，事业稳,太阴坐官禄宫主事业内敛稳,《紫微斗数全书》官禄宫论
zs_309,官禄,ziwei,事业档,贪狼坐官禄——交际，事业多变,贪狼坐官禄宫主交际多变,《紫微斗数全书》官禄宫论
zs_310,官禄,ziwei,事业档,巨门坐官禄——口舌，事业多是非,巨门坐官禄宫主口舌是非,《紫微斗数全书》官禄宫论
zs_311,官禄,ziwei,事业档,天相坐官禄——辅佐，事业顺遂,天相坐官禄宫主事业顺,《紫微斗数全书》官禄宫论
zs_312,官禄,ziwei,事业档,天梁坐官禄——荫庇，事业有靠,天梁坐官禄宫主事业有靠,《紫微斗数全书》官禄宫论
zs_313,官禄,ziwei,事业档,七杀坐官禄——开创，事业变动大,七杀坐官禄宫主开创变动,《紫微斗数全书》官禄宫论
zs_314,官禄,ziwei,事业档,破军坐官禄——变动，事业多变,破军坐官禄宫主事业多变,《紫微斗数全书》官禄宫论
zs_320,官禄,ziwei,事业档,化权入官禄宫——事业掌权、升迁,官禄宫化权主升迁掌权,《紫微斗数全书》四化论
zs_321,官禄,ziwei,事业档,化科入官禄宫——事业名声、清誉,官禄宫化科主事业名声,《紫微斗数全书》四化论
zs_322,官禄,ziwei,事业档,官禄宫化忌 → 事业受阻/多波折/岗位变动，宜少动求稳（官禄宫四化之忌）,官禄宫化忌主事业困顿（《紫微斗数全书》官禄宫四化）；gong12 化忌所在宫为人生命题，yingqi 流年官禄化忌=事业败年——本命化忌主劳多成少,《紫微斗数全书》官禄宫四化
zw_zy_302,官禄,ziwei,职业类型,官禄宫煞（地空地劫/陀罗）+ 无主星强——职业不稳定/转工/波折（官禄空劫主职业漂泊；0128 不停转工）,官禄宫空劫主职业不稳定（《紫微斗数全书》官禄宫论）,《紫微斗数全书》官禄空劫主漂泊
zy_201,官禄,ziwei,职业类型,官禄宫文昌/文曲 → 文书/文职类（行政/文秘/文书/文教）——体力星组并存时并列裁决,官禄宫昌曲主文职（《紫微斗数全书》）；体力星组（太阳旺/火星/天马/破军）并存须并列（fangfa/shiye.md）,《紫微斗数全书》）
zw_201,官禄,ziwei,事业,官禄宫化禄 → 事业顺遂、名位有成,官禄宫化禄主事业得志（《紫微斗数全书》官禄宫四化论）,《紫微斗数全书》官禄宫四化论）
zw_202,官禄,ziwei,事业,官禄宫煞 → 事业多波折，劳碌多变,官禄宫煞主事业阻（《紫微斗数全书》官禄宫论）,《紫微斗数全书》官禄宫论）
zw_203,官禄,ziwei,事业,官禄宫强主星（紫微/太阳/武曲/天府）→ 事业有成、宜掌事,官禄宫强主星主事业显达（《紫微斗数全书》官禄宫论）,《紫微斗数全书》官禄宫论）
ypy_201,年仆役,ziwei,流年,流年仆役宫化禄 → 交友得助、人缘顺遂（仆役禄主朋友助力）,紫微流年四化入仆役宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
ypy_202,年仆役,ziwei,流年,流年仆役宫化忌 → 损友/被欺/小人，防失和（仆役忌主交友耗）,紫微流年四化入仆役宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
yxd_201,年兄弟,ziwei,流年,流年兄弟宫化禄 → 手足相助、手足得利（兄弟禄主手足和助）,紫微流年四化入兄弟宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
yxd_202,年兄弟,ziwei,流年,流年兄弟宫化忌 → 手足耗损/纷争，助力弱（兄弟忌主手足不睦）,紫微流年四化入兄弟宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
ysz_204,年命宫,ziwei,流年名声,流年命宫化科——本人名声/认可,紫微斗数科入命宫 → 本人得名（《紫微斗数全书》四化）,《紫微斗数全书》四化
ysz_205,年命宫,ziwei,流年本人困,流年命宫化忌——本人困顿/是非,紫微斗数忌入命宫 → 本人不顺（《紫微斗数全书》命宫忌）,《紫微斗数全书》四化
ymz_201,年夫妻,ziwei,流年婚吉,流年夫妻宫化禄——感情/姻缘吉应,紫微斗数夫妻宫禄 → 感情吉（《紫微斗数全书》夫妻禄）,《紫微斗数全书》夫妻四化
ymz_202,年夫妻,ziwei,流年婚凶,流年夫妻宫化忌——感情/婚姻凶应,紫微斗数夫妻宫忌 → 感情凶（《紫微斗数全书》夫妻忌）,《紫微斗数全书》夫妻四化
yzz_201,年子女,ziwei,流年得子吉,流年子女宫化禄——得子/生育吉应,紫微斗数子女宫禄 → 得子吉（《紫微斗数全书》子女禄主得子）,《紫微斗数全书》子女四化
yzz_202,年子女,ziwei,流年子女凶,流年子女宫化忌——孕产凶险/子女灾,紫微斗数子女宫忌 → 孕产凶险（《紫微斗数全书》子女忌；考时补则 1：凶险≠否定得子）,《紫微斗数全书》子女四化
ysz_201,年官禄,ziwei,流年事业升,流年官禄化权——掌权/升迁/事业权柄,紫微斗数官禄宫主事业，流年权入官禄 → 掌权升迁（《紫微斗数全书》官禄权主掌权）,《紫微斗数全书》官禄四化
ysz_202,年官禄,ziwei,流年事业名,流年官禄化科——事业名声/文职晋升,紫微斗数科入官禄 → 事业名声（《紫微斗数全书》官禄科主职名）,《紫微斗数全书》官禄四化
ysz_203,年官禄,ziwei,流年事业挫,流年官禄化忌——事业挫折/转工,紫微斗数忌入官禄 → 事业困顿（《紫微斗数全书》官禄忌）,《紫微斗数全书》官禄四化
yxz_201,年官禄,ziwei,流年考试吉,流年官禄化科——考试/升学/文名吉应（官禄=科甲宫）,紫微斗数官禄宫为科甲宫，流年科入 → 考试中举（《紫微斗数全书》科甲）,《紫微斗数全书》科甲
yxz_202,年官禄,ziwei,流年学业竞,流年官禄化权——学业竞争得势,紫微斗数权入官禄（科甲宫）→ 学业争名（《紫微斗数全书》四化）,《紫微斗数全书》四化
yxz_203,年官禄,ziwei,流年考试挫,流年官禄化忌——考试失利/学业挫折,紫微斗数忌入官禄（科甲宫）→ 考试失利（《紫微斗数全书》官禄忌）,《紫微斗数全书》四化
ylz_201,年父母,ziwei,流年父母凶,流年父母宫化忌——父母灾候选,紫微斗数父母宫忌 → 父母灾（《紫微斗数全书》父母忌；0089 父母宫忌应母逝）,《紫微斗数全书》父母四化
ytz_201,年田宅,ziwei,流年,流年田宅宫化禄 → 房产进益、置业得财，家宅顺遂（田宅禄主房财受益）,紫微流年四化入田宅宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
ytz_202,年田宅,ziwei,流年,流年田宅宫化忌 → 房产变动/破耗/搬迁，家宅多事（田宅忌主宅事耗）,紫微流年四化入田宅宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
yjz_201,年疾厄,ziwei,流年病灾,流年疾厄化忌——病灾/手术/健康凶年,紫微斗数疾厄宫主身体，流年四化忌入疾厄宫 → 病灾手术（《紫微斗数全书》疾厄忌主病；考时补则 6：疾厄大限+流年引动疾厄宫）,《紫微斗数全书》疾厄四化
yjz_202,年福德,ziwei,流年精神,流年福德化忌——精神/心理/情绪困扰年,紫微斗数福德宫主精神，流年四化忌入福德宫 → 精神心理年（《紫微斗数全书》福德主精神；ying_305 同构）,《紫微斗数全书》福德四化
ycz_201,年财帛,ziwei,流年得财,流年财帛宫化禄——进财吉应,紫微斗数财帛宫禄 → 进财（《紫微斗数全书》财帛禄）,《紫微斗数全书》财帛四化
ycz_202,年财帛,ziwei,流年破财,流年财帛宫化忌——破财凶应,紫微斗数财帛宫忌 → 破财（《紫微斗数全书》财帛忌）,《紫微斗数全书》财帛四化
yqy_201,年迁移,ziwei,流年,流年迁移宫化禄 → 出行顺利、异地得利，外务有成（迁移禄主外出吉）,紫微流年四化入迁移宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
yqy_202,年迁移,ziwei,流年,流年迁移宫化忌 → 出行不顺/耗散，异动多波折（迁移忌主外出劳）,紫微流年四化入迁移宫（《紫微斗数全书》四化论）,《紫微斗数全书》四化论
zg_301,格局,ziwei,格局,天府天相朝拱命宫三方——富贵稳健（财帛稳重、有权有财）,天府天相为财库印星朝拱，主富贵稳健,《紫微斗数全书》格局篇
zg_302,格局,ziwei,格局,天机太阴天同天梁汇聚命宫三方——公职文职（吏人格局）,机月同梁为公门格局，主文职吏人,《紫微斗数全书》格局篇
zg_303,格局,ziwei,格局,左辅右弼拱命宫——贵人辅佐、得人助,辅弼为左右贵人拱主，主得人助,《紫微斗数全书》格局篇
zg_304,格局,ziwei,格局,太阳独坐午宫庙旺（金灿光辉）——光明磊落，贵人相助,太阳午宫庙旺为金灿光辉格，主光明磊落有贵人（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_305,格局,ziwei,格局,太阳太阴双双落陷（日月失辉）——劳碌奔波，努力而难显达,日月反背失辉主劳碌,《紫微斗数全书》格局篇
zg_306,格局,ziwei,格局,禄马交驰（禄存+天马同宫或对照）——财动，富贵奔波,禄马交驰主财动奔波（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_307,格局,ziwei,格局,紫微坐命宫朝垣——帝星得位，尊贵,紫微朝垣主尊贵（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_308,格局,ziwei,格局,财星荫星夹印（天府天梁夹印）——财帛有荫庇,财荫夹印主财帛有荫（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_309,格局,ziwei,格局,巨门火星擎羊同宫——是非官非，刑伤难免,巨火羊凶格主是非官非（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_310,格局,ziwei,格局,天相被化忌天刑夹制——受制受拖累，行事多阻,刑忌夹印凶格主受制拖累（《紫微斗数全书》格局篇）,《紫微斗数全书》格局篇
zg_311,格局,ziwei,格局,七杀破军贪狼会聚命宫三方——变动大开大合，人生起伏剧烈,杀破狼格局主变动开创，一生多起伏大成,《紫微斗数全书》格局篇
zg_312,格局,ziwei,格局,太阳太阴双双庙旺——阴阳调和，光明磊落，名利双收,日月并明主光明显达,《紫微斗数全书》格局篇
zg_313,格局,ziwei,格局,太阴居亥庙旺——清贵文采，性格温文,月朗天门主清贵,《紫微斗数全书》格局篇
zg_314,格局,ziwei,格局,火星贪狼同宫——横发之格，暴发有成,火贪格主横发暴发,《紫微斗数全书》格局篇
zg_315,格局,ziwei,格局,铃星贪狼同宫——暗发之格，不显山露水而发,铃贪格主暗发,《紫微斗数全书》格局篇
zg_316,格局,ziwei,格局,太阳天梁文昌禄存会照——功名显达，考试科举有成,阳梁昌禄主功名考试,《紫微斗数全书》格局篇
zg_317,格局,ziwei,格局,天魁天钺夹命宫——贵人扶持，逢凶化吉,魁钺夹命主贵人助,《紫微斗数全书》格局篇
zg_318,格局,ziwei,格局,左辅右弼夹命宫——助力环绕，得人多助,左右夹命主助力,《紫微斗数全书》格局篇
zg_319,格局,ziwei,格局,两颗化禄在命宫三方——财禄丰厚，财运亨通,双禄朝垣主财禄,《紫微斗数全书》格局篇
zg_320,格局,ziwei,格局,擎羊入庙于辰戌丑未——刚毅有威，权柄在握,擎羊入庙主威权,《紫微斗数全书》格局篇
zg_321,格局,ziwei,格局,文昌文曲三方会照——才华出众，文采风流,文星拱命主才华,《紫微斗数全书》格局篇
zg_322,格局,ziwei,格局,太阳居午宫——光明磊落，如日中天,日丽中天主光明,《紫微斗数全书》格局篇
